step,t,u,v,speed
2562,2.562,-0.19497,0.00699252,0.195095
2563,2.563,-0.19497,0.00699252,0.195095
2564,2.564,-0.19497,0.00699252,0.195095
2565,2.565,-0.19497,0.00699252,0.195095
2566,2.566,-0.19497,0.00699252,0.195095
2567,2.567,-0.19497,0.00699252,0.195095
2568,2.568,-0.19497,0.00699252,0.195095
2569,2.569,-0.19497,0.00699252,0.195095
2570,2.57,-0.19497,0.00699252,0.195095
2571,2.571,-0.19497,0.00699252,0.195095
2572,2.572,-0.19497,0.00699252,0.195095
2573,2.573,-0.19497,0.00699252,0.195095
2574,2.574,-0.19497,0.00699252,0.195095
2575,2.575,-0.19497,0.00699252,0.195095
2576,2.576,-0.19497,0.00699252,0.195095
2577,2.577,-0.19497,0.00699252,0.195095
2578,2.578,-0.19497,0.00699252,0.195095
2579,2.579,-0.19497,0.00699252,0.195095
2580,2.58,-0.19497,0.00699252,0.195095
2581,2.581,-0.19497,0.00699252,0.195095
2582,2.582,-0.19497,0.00699252,0.195095
2583,2.583,-0.19497,0.00699252,0.195095
2584,2.584,-0.19497,0.00699252,0.195095
2585,2.585,-0.19497,0.00699252,0.195095
2586,2.586,-0.19497,0.00699252,0.195095
2587,2.587,-0.19497,0.00699252,0.195095
2588,2.588,-0.19497,0.00699252,0.195095
2589,2.589,-0.19497,0.00699252,0.195095
2590,2.59,-0.19497,0.00699252,0.195095
2591,2.591,-0.19497,0.00699252,0.195095
2592,2.592,-0.19497,0.00699252,0.195095
2593,2.593,-0.19497,0.00699252,0.195095
2594,2.594,-0.19497,0.00699252,0.195095
2595,2.595,-0.19497,0.00699252,0.195095
2596,2.596,-0.19497,0.00699252,0.195095
2597,2.597,-0.19497,0.00699252,0.195095
2598,2.598,-0.19497,0.00699252,0.195095
2599,2.599,-0.19497,0.00699252,0.195095
2600,2.6,-0.19497,0.00699252,0.195095
2601,2.601,-0.19497,0.00699252,0.195095
2602,2.602,-0.19497,0.00699252,0.195095
2603,2.603,-0.19497,0.00699252,0.195095
2604,2.604,-0.19497,0.00699252,0.195095
2605,2.605,-0.19497,0.00699252,0.195095
2606,2.606,-0.19497,0.00699252,0.195095
2607,2.607,-0.19497,0.00699252,0.195095
2608,2.608,-0.19497,0.00699252,0.195095
2609,2.609,-0.19497,0.00699252,0.195095
2610,2.61,-0.19497,0.00699252,0.195095
2611,2.611,-0.19497,0.00699252,0.195095
2612,2.612,-0.19497,0.00699252,0.195095
2613,2.613,-0.19497,0.00699252,0.195095
2614,2.614,-0.19497,0.00699252,0.195095
2615,2.615,-0.19497,0.00699252,0.195095
2616,2.616,-0.19497,0.00699252,0.195095
2617,2.617,-0.19497,0.00699252,0.195095
2618,2.618,-0.19497,0.00699252,0.195095
2619,2.619,-0.19497,0.00699252,0.195095
2620,2.62,-0.19497,0.00699252,0.195095
2621,2.621,-0.19497,0.00699252,0.195095
2622,2.622,-0.19497,0.00699252,0.195095
2623,2.623,-0.19497,0.00699252,0.195095
2624,2.624,-0.19497,0.00699252,0.195095
2625,2.625,-0.19497,0.00699252,0.195095
2626,2.626,-0.19497,0.00699252,0.195095
2627,2.627,-0.19497,0.00699252,0.195095
2628,2.628,-0.19497,0.00699252,0.195095
2629,2.629,-0.19497,0.00699252,0.195095
2630,2.63,-0.19497,0.00699252,0.195095
2631,2.631,-0.19497,0.00699252,0.195095
2632,2.632,-0.19497,0.00699252,0.195095
2633,2.633,-0.19497,0.00699252,0.195095
2634,2.634,-0.19497,0.00699252,0.195095
2635,2.635,-0.19497,0.00699252,0.195095
2636,2.636,-0.19497,0.00699252,0.195095
2637,2.637,-0.19497,0.00699252,0.195095
2638,2.638,-0.19497,0.00699252,0.195095
2639,2.639,-0.19497,0.00699252,0.195095
2640,2.64,-0.19497,0.00699252,0.195095
2641,2.641,-0.19497,0.00699252,0.195095
2642,2.642,-0.19497,0.00699252,0.195095
2643,2.643,-0.19497,0.00699252,0.195095
2644,2.644,-0.19497,0.00699252,0.195095
2645,2.645,-0.19497,0.00699252,0.195095
2646,2.646,-0.19497,0.00699252,0.195095
2647,2.647,-0.19497,0.00699252,0.195095
2648,2.648,-0.19497,0.00699252,0.195095
2649,2.649,-0.19497,0.00699252,0.195095
2650,2.65,-0.19497,0.00699252,0.195095
2651,2.651,-0.19497,0.00699252,0.195095
2652,2.652,-0.19497,0.00699252,0.195095
2653,2.653,-0.19497,0.00699252,0.195095
2654,2.654,-0.19497,0.00699252,0.195095
2655,2.655,-0.19497,0.00699252,0.195095
2656,2.656,-0.19497,0.00699252,0.195095
2657,2.657,-0.19497,0.00699252,0.195095
2658,2.658,-0.19497,0.00699252,0.195095
2659,2.659,-0.19497,0.00699252,0.195095
2660,2.66,-0.19497,0.00699252,0.195095
2661,2.661,-0.19497,0.00699252,0.195095
2662,2.662,-0.19497,0.00699252,0.195095
2663,2.663,-0.19497,0.00699252,0.195095
2664,2.664,-0.19497,0.00699252,0.195095
2665,2.665,-0.19497,0.00699252,0.195095
2666,2.666,-0.19497,0.00699252,0.195095
2667,2.667,-0.19497,0.00699252,0.195095
2668,2.668,-0.19497,0.00699252,0.195095
2669,2.669,-0.19497,0.00699252,0.195095
2670,2.67,-0.19497,0.00699252,0.195095
2671,2.671,-0.19497,0.00699252,0.195095
2672,2.672,-0.19497,0.00699252,0.195095
2673,2.673,-0.19497,0.00699252,0.195095
2674,2.674,-0.19497,0.00699252,0.195095
2675,2.675,-0.19497,0.00699252,0.195095
2676,2.676,-0.19497,0.00699252,0.195095
2677,2.677,-0.19497,0.00699252,0.195095
2678,2.678,-0.19497,0.00699252,0.195095
2679,2.679,-0.19497,0.00699252,0.195095
2680,2.68,-0.19497,0.00699252,0.195095
2681,2.681,-0.19497,0.00699252,0.195095
2682,2.682,-0.19497,0.00699252,0.195095
2683,2.683,-0.19497,0.00699252,0.195095
2684,2.684,-0.19497,0.00699252,0.195095
2685,2.685,-0.19497,0.00699252,0.195095
2686,2.686,-0.19497,0.00699252,0.195095
2687,2.687,-0.19497,0.00699252,0.195095
2688,2.688,-0.19497,0.00699252,0.195095
2689,2.689,-0.19497,0.00699252,0.195095
2690,2.69,-0.19497,0.00699252,0.195095
2691,2.691,-0.19497,0.00699252,0.195095
2692,2.692,-0.19497,0.00699252,0.195095
2693,2.693,-0.19497,0.00699252,0.195095
2694,2.694,-0.19497,0.00699252,0.195095
2695,2.695,-0.19497,0.00699252,0.195095
2696,2.696,-0.19497,0.00699252,0.195095
2697,2.697,-0.19497,0.00699252,0.195095
2698,2.698,-0.19497,0.00699252,0.195095
2699,2.699,-0.19497,0.00699252,0.195095
2700,2.7,-0.19497,0.00699252,0.195095
2701,2.701,-0.19497,0.00699252,0.195095
2702,2.702,-0.19497,0.00699252,0.195095
2703,2.703,-0.19497,0.00699252,0.195095
2704,2.704,-0.19497,0.00699252,0.195095
2705,2.705,-0.19497,0.00699252,0.195095
2706,2.706,-0.19497,0.00699252,0.195095
2707,2.707,-0.19497,0.00699252,0.195095
2708,2.708,-0.19497,0.00699252,0.195095
2709,2.709,-0.19497,0.00699252,0.195095
2710,2.71,-0.19497,0.00699252,0.195095
2711,2.711,-0.19497,0.00699252,0.195095
2712,2.712,-0.19497,0.00699252,0.195095
2713,2.713,-0.19497,0.00699252,0.195095
2714,2.714,-0.19497,0.00699252,0.195095
2715,2.715,-0.19497,0.00699252,0.195095
2716,2.716,-0.19497,0.00699252,0.195095
2717,2.717,-0.19497,0.00699252,0.195095
2718,2.718,-0.19497,0.00699252,0.195095
2719,2.719,-0.19497,0.00699252,0.195095
2720,2.72,-0.19497,0.00699252,0.195095
2721,2.721,-0.19497,0.00699252,0.195095
2722,2.722,-0.19497,0.00699252,0.195095
2723,2.723,-0.19497,0.00699252,0.195095
2724,2.724,-0.19497,0.00699252,0.195095
2725,2.725,-0.19497,0.00699252,0.195095
2726,2.726,-0.19497,0.00699252,0.195095
2727,2.727,-0.19497,0.00699252,0.195095
2728,2.728,-0.19497,0.00699252,0.195095
2729,2.729,-0.19497,0.00699252,0.195095
2730,2.73,-0.19497,0.00699252,0.195095
2731,2.731,-0.19497,0.00699252,0.195095
2732,2.732,-0.19497,0.00699252,0.195095
2733,2.733,-0.19497,0.00699252,0.195095
2734,2.734,-0.19497,0.00699252,0.195095
2735,2.735,-0.19497,0.00699252,0.195095
2736,2.736,-0.19497,0.00699252,0.195095
2737,2.737,-0.19497,0.00699252,0.195095
2738,2.738,-0.19497,0.00699252,0.195095
2739,2.739,-0.19497,0.00699252,0.195095
2740,2.74,-0.19497,0.00699252,0.195095
2741,2.741,-0.19497,0.00699252,0.195095
2742,2.742,-0.19497,0.00699252,0.195095
2743,2.743,-0.19497,0.00699252,0.195095
2744,2.744,-0.19497,0.00699252,0.195095
2745,2.745,-0.19497,0.00699252,0.195095
2746,2.746,-0.19497,0.00699252,0.195095
2747,2.747,-0.19497,0.00699252,0.195095
2748,2.748,-0.19497,0.00699252,0.195095
2749,2.749,-0.19497,0.00699252,0.195095
2750,2.75,-0.19497,0.00699252,0.195095
2751,2.751,-0.19497,0.00699252,0.195095
2752,2.752,-0.19497,0.00699252,0.195095
2753,2.753,-0.19497,0.00699252,0.195095
2754,2.754,-0.19497,0.00699252,0.195095
2755,2.755,-0.19497,0.00699252,0.195095
2756,2.756,-0.19497,0.00699252,0.195095
2757,2.757,-0.19497,0.00699252,0.195095
2758,2.758,-0.19497,0.00699252,0.195095
2759,2.759,-0.19497,0.00699252,0.195095
2760,2.76,-0.19497,0.00699252,0.195095
2761,2.761,-0.19497,0.00699252,0.195095
2762,2.762,-0.19497,0.00699252,0.195095
2763,2.763,-0.19497,0.00699252,0.195095
2764,2.764,-0.19497,0.00699252,0.195095
2765,2.765,-0.19497,0.00699252,0.195095
2766,2.766,-0.19497,0.00699252,0.195095
2767,2.767,-0.19497,0.00699252,0.195095
2768,2.768,-0.19497,0.00699252,0.195095
2769,2.769,-0.19497,0.00699252,0.195095
2770,2.77,-0.19497,0.00699252,0.195095
2771,2.771,-0.19497,0.00699252,0.195095
2772,2.772,-0.19497,0.00699252,0.195095
2773,2.773,-0.19497,0.00699252,0.195095
2774,2.774,-0.19497,0.00699252,0.195095
2775,2.775,-0.19497,0.00699252,0.195095
2776,2.776,-0.19497,0.00699252,0.195095
2777,2.777,-0.19497,0.00699252,0.195095
2778,2.778,-0.19497,0.00699252,0.195095
2779,2.779,-0.19497,0.00699252,0.195095
2780,2.78,-0.19497,0.00699252,0.195095
2781,2.781,-0.19497,0.00699252,0.195095
2782,2.782,-0.19497,0.00699252,0.195095
2783,2.783,-0.19497,0.00699252,0.195095
2784,2.784,-0.19497,0.00699252,0.195095
2785,2.785,-0.19497,0.00699251,0.195095
2786,2.786,-0.19497,0.00699251,0.195095
2787,2.787,-0.19497,0.00699251,0.195095
2788,2.788,-0.19497,0.00699251,0.195095
2789,2.789,-0.19497,0.00699251,0.195095
2790,2.79,-0.19497,0.00699251,0.195095
2791,2.791,-0.19497,0.00699251,0.195095
2792,2.792,-0.19497,0.00699251,0.195095
2793,2.793,-0.19497,0.00699251,0.195095
2794,2.794,-0.19497,0.00699251,0.195095
2795,2.795,-0.19497,0.00699251,0.195095
2796,2.796,-0.19497,0.00699251,0.195095
2797,2.797,-0.19497,0.00699251,0.195095
2798,2.798,-0.19497,0.00699251,0.195095
2799,2.799,-0.19497,0.00699251,0.195095
2800,2.8,-0.19497,0.00699251,0.195095
2801,2.801,-0.19497,0.00699251,0.195095
2802,2.802,-0.19497,0.00699251,0.195095
2803,2.803,-0.19497,0.00699251,0.195095
2804,2.804,-0.19497,0.00699251,0.195095
2805,2.805,-0.19497,0.00699251,0.195095
2806,2.806,-0.19497,0.00699251,0.195095
2807,2.807,-0.19497,0.00699251,0.195095
2808,2.808,-0.19497,0.00699251,0.195095
2809,2.809,-0.19497,0.00699251,0.195095
2810,2.81,-0.19497,0.00699251,0.195095
2811,2.811,-0.19497,0.00699251,0.195095
2812,2.812,-0.19497,0.00699251,0.195095
2813,2.813,-0.19497,0.00699251,0.195095
2814,2.814,-0.19497,0.00699251,0.195095
2815,2.815,-0.19497,0.00699251,0.195095
2816,2.816,-0.19497,0.00699251,0.195095
2817,2.817,-0.19497,0.00699251,0.195095
2818,2.818,-0.19497,0.00699251,0.195095
2819,2.819,-0.19497,0.00699251,0.195095
2820,2.82,-0.19497,0.00699251,0.195095
2821,2.821,-0.19497,0.00699251,0.195095
2822,2.822,-0.19497,0.00699251,0.195095
2823,2.823,-0.19497,0.00699251,0.195095
2824,2.824,-0.19497,0.00699251,0.195095
2825,2.825,-0.19497,0.00699251,0.195095
2826,2.826,-0.19497,0.00699251,0.195095
2827,2.827,-0.19497,0.00699251,0.195095
2828,2.828,-0.19497,0.00699251,0.195095
2829,2.829,-0.19497,0.00699251,0.195095
2830,2.83,-0.19497,0.00699251,0.195095
2831,2.831,-0.19497,0.00699251,0.195095
2832,2.832,-0.19497,0.00699251,0.195095
2833,2.833,-0.19497,0.00699251,0.195095
2834,2.834,-0.19497,0.00699251,0.195095
2835,2.835,-0.19497,0.00699251,0.195095
2836,2.836,-0.19497,0.00699251,0.195095
2837,2.837,-0.19497,0.00699251,0.195095
2838,2.838,-0.19497,0.00699251,0.195095
2839,2.839,-0.19497,0.00699251,0.195095
2840,2.84,-0.19497,0.00699251,0.195095
2841,2.841,-0.19497,0.00699251,0.195095
2842,2.842,-0.19497,0.00699251,0.195095
2843,2.843,-0.19497,0.00699251,0.195095
2844,2.844,-0.19497,0.00699251,0.195095
2845,2.845,-0.19497,0.00699251,0.195095
2846,2.846,-0.19497,0.00699251,0.195095
2847,2.847,-0.19497,0.00699251,0.195095
2848,2.848,-0.19497,0.00699251,0.195095
2849,2.849,-0.19497,0.00699251,0.195095
2850,2.85,-0.19497,0.00699251,0.195095
2851,2.851,-0.19497,0.00699251,0.195095
2852,2.852,-0.19497,0.00699251,0.195095
2853,2.853,-0.19497,0.00699251,0.195095
2854,2.854,-0.19497,0.00699251,0.195095
2855,2.855,-0.19497,0.00699251,0.195095
2856,2.856,-0.19497,0.00699251,0.195095
2857,2.857,-0.19497,0.00699251,0.195095
2858,2.858,-0.19497,0.00699251,0.195095
2859,2.859,-0.19497,0.00699251,0.195095
2860,2.86,-0.19497,0.00699251,0.195095
2861,2.861,-0.19497,0.00699251,0.195095
2862,2.862,-0.19497,0.00699251,0.195095
2863,2.863,-0.19497,0.00699251,0.195095
2864,2.864,-0.19497,0.00699251,0.195095
2865,2.865,-0.19497,0.00699251,0.195095
2866,2.866,-0.19497,0.00699251,0.195095
2867,2.867,-0.19497,0.00699251,0.195095
2868,2.868,-0.19497,0.00699251,0.195095
2869,2.869,-0.19497,0.00699251,0.195095
2870,2.87,-0.19497,0.00699251,0.195095
2871,2.871,-0.19497,0.00699251,0.195095
2872,2.872,-0.19497,0.00699251,0.195095
2873,2.873,-0.19497,0.00699251,0.195095
2874,2.874,-0.19497,0.00699251,0.195095
2875,2.875,-0.19497,0.00699251,0.195095
2876,2.876,-0.19497,0.00699251,0.195095
2877,2.877,-0.19497,0.00699251,0.195095
2878,2.878,-0.19497,0.00699251,0.195095
2879,2.879,-0.19497,0.00699251,0.195095
2880,2.88,-0.19497,0.00699251,0.195095
2881,2.881,-0.19497,0.00699251,0.195095
2882,2.882,-0.19497,0.00699251,0.195095
2883,2.883,-0.19497,0.00699251,0.195095
2884,2.884,-0.19497,0.00699251,0.195095
2885,2.885,-0.19497,0.00699251,0.195095
2886,2.886,-0.19497,0.00699251,0.195095
2887,2.887,-0.19497,0.00699251,0.195095
2888,2.888,-0.19497,0.00699251,0.195095
2889,2.889,-0.19497,0.00699251,0.195095
2890,2.89,-0.19497,0.00699251,0.195095
2891,2.891,-0.19497,0.00699251,0.195095
2892,2.892,-0.19497,0.00699251,0.195095
2893,2.893,-0.19497,0.00699251,0.195095
2894,2.894,-0.19497,0.00699251,0.195095
2895,2.895,-0.19497,0.00699251,0.195095
2896,2.896,-0.19497,0.00699251,0.195095
2897,2.897,-0.19497,0.00699251,0.195095
2898,2.898,-0.19497,0.00699251,0.195095
2899,2.899,-0.19497,0.00699251,0.195095
2900,2.9,-0.19497,0.00699251,0.195095
2901,2.901,-0.19497,0.00699251,0.195095
2902,2.902,-0.19497,0.00699251,0.195095
2903,2.903,-0.19497,0.00699251,0.195095
2904,2.904,-0.19497,0.00699251,0.195095
2905,2.905,-0.19497,0.00699251,0.195095
2906,2.906,-0.19497,0.00699251,0.195095
2907,2.907,-0.19497,0.00699251,0.195095
2908,2.908,-0.19497,0.00699251,0.195095
2909,2.909,-0.19497,0.00699251,0.195095
2910,2.91,-0.19497,0.00699251,0.195095
2911,2.911,-0.19497,0.00699251,0.195095
2912,2.912,-0.19497,0.00699251,0.195095
2913,2.913,-0.19497,0.00699251,0.195095
2914,2.914,-0.19497,0.00699251,0.195095
2915,2.915,-0.19497,0.00699251,0.195095
2916,2.916,-0.19497,0.00699251,0.195095
2917,2.917,-0.19497,0.00699251,0.195095
2918,2.918,-0.19497,0.00699251,0.195095
2919,2.919,-0.19497,0.00699251,0.195095
2920,2.92,-0.19497,0.00699251,0.195095
2921,2.921,-0.19497,0.00699251,0.195095
2922,2.922,-0.19497,0.00699251,0.195095
2923,2.923,-0.19497,0.00699251,0.195095
2924,2.924,-0.19497,0.00699251,0.195095
2925,2.925,-0.19497,0.00699251,0.195095
2926,2.926,-0.19497,0.00699251,0.195095
2927,2.927,-0.19497,0.00699251,0.195095
2928,2.928,-0.19497,0.00699251,0.195095
2929,2.929,-0.19497,0.00699251,0.195095
2930,2.93,-0.19497,0.00699251,0.195095
2931,2.931,-0.19497,0.00699251,0.195095
2932,2.932,-0.19497,0.00699251,0.195095
2933,2.933,-0.19497,0.00699251,0.195095
2934,2.934,-0.19497,0.00699251,0.195095
2935,2.935,-0.19497,0.00699251,0.195095
2936,2.936,-0.19497,0.00699251,0.195095
2937,2.937,-0.19497,0.00699251,0.195095
2938,2.938,-0.19497,0.00699251,0.195095
2939,2.939,-0.19497,0.00699251,0.195095
2940,2.94,-0.19497,0.00699251,0.195095
2941,2.941,-0.19497,0.00699251,0.195095
2942,2.942,-0.19497,0.00699251,0.195095
2943,2.943,-0.19497,0.00699251,0.195095
2944,2.944,-0.19497,0.00699251,0.195095
2945,2.945,-0.19497,0.00699251,0.195095
2946,2.946,-0.19497,0.00699251,0.195095
2947,2.947,-0.19497,0.00699251,0.195095
2948,2.948,-0.19497,0.00699251,0.195095
2949,2.949,-0.19497,0.00699251,0.195095
2950,2.95,-0.19497,0.00699251,0.195095
2951,2.951,-0.19497,0.00699251,0.195095
2952,2.952,-0.19497,0.00699251,0.195095
2953,2.953,-0.19497,0.00699251,0.195095
2954,2.954,-0.19497,0.00699251,0.195095
2955,2.955,-0.19497,0.00699251,0.195095
2956,2.956,-0.19497,0.00699251,0.195095
2957,2.957,-0.19497,0.00699251,0.195095
2958,2.958,-0.19497,0.00699251,0.195095
2959,2.959,-0.19497,0.00699251,0.195095
2960,2.96,-0.19497,0.00699251,0.195095
2961,2.961,-0.19497,0.00699251,0.195095
2962,2.962,-0.19497,0.00699251,0.195095
2963,2.963,-0.19497,0.00699251,0.195095
2964,2.964,-0.19497,0.00699251,0.195095
2965,2.965,-0.19497,0.00699251,0.195095
2966,2.966,-0.19497,0.00699251,0.195095
2967,2.967,-0.19497,0.00699251,0.195095
2968,2.968,-0.19497,0.00699251,0.195095
2969,2.969,-0.19497,0.00699251,0.195095
2970,2.97,-0.19497,0.00699251,0.195095
2971,2.971,-0.19497,0.00699251,0.195095
2972,2.972,-0.19497,0.00699251,0.195095
2973,2.973,-0.19497,0.00699251,0.195095
2974,2.974,-0.19497,0.00699251,0.195095
2975,2.975,-0.19497,0.00699251,0.195095
2976,2.976,-0.19497,0.00699251,0.195095
2977,2.977,-0.19497,0.00699251,0.195095
2978,2.978,-0.19497,0.00699251,0.195095
2979,2.979,-0.19497,0.00699251,0.195095
2980,2.98,-0.19497,0.00699251,0.195095
2981,2.981,-0.19497,0.00699251,0.195095
2982,2.982,-0.19497,0.00699251,0.195095
2983,2.983,-0.19497,0.00699251,0.195095
2984,2.984,-0.19497,0.00699251,0.195095
2985,2.985,-0.19497,0.00699251,0.195095
2986,2.986,-0.19497,0.00699251,0.195095
2987,2.987,-0.19497,0.00699251,0.195095
2988,2.988,-0.19497,0.00699251,0.195095
2989,2.989,-0.19497,0.00699251,0.195095
2990,2.99,-0.19497,0.00699251,0.195095
2991,2.991,-0.19497,0.00699251,0.195095
2992,2.992,-0.19497,0.00699251,0.195095
2993,2.993,-0.19497,0.00699251,0.195095
2994,2.994,-0.19497,0.00699251,0.195095
2995,2.995,-0.19497,0.00699251,0.195095
2996,2.996,-0.19497,0.00699251,0.195095
2997,2.997,-0.19497,0.00699251,0.195095
2998,2.998,-0.19497,0.00699251,0.195095
2999,2.999,-0.19497,0.00699251,0.195095
3000,3,-0.19497,0.00699251,0.195095
3001,3.001,-0.19497,0.00699251,0.195095
3002,3.002,-0.19497,0.00699251,0.195095
3003,3.003,-0.19497,0.00699251,0.195095
3004,3.004,-0.19497,0.00699251,0.195095
3005,3.005,-0.19497,0.00699251,0.195095
3006,3.006,-0.19497,0.00699251,0.195095
3007,3.007,-0.19497,0.00699251,0.195095
3008,3.008,-0.19497,0.00699251,0.195095
3009,3.009,-0.19497,0.00699251,0.195095
3010,3.01,-0.19497,0.00699251,0.195095
3011,3.011,-0.19497,0.00699251,0.195095
3012,3.012,-0.19497,0.00699251,0.195095
3013,3.013,-0.19497,0.00699251,0.195095
3014,3.014,-0.19497,0.00699251,0.195095
3015,3.015,-0.19497,0.00699251,0.195095
3016,3.016,-0.19497,0.00699251,0.195095
3017,3.017,-0.19497,0.00699251,0.195095
3018,3.018,-0.19497,0.00699251,0.195095
3019,3.019,-0.19497,0.00699251,0.195095
3020,3.02,-0.19497,0.00699251,0.195095
3021,3.021,-0.19497,0.00699251,0.195095
3022,3.022,-0.19497,0.00699251,0.195095
3023,3.023,-0.19497,0.00699251,0.195095
3024,3.024,-0.19497,0.00699251,0.195095
3025,3.025,-0.19497,0.00699251,0.195095
3026,3.026,-0.19497,0.00699251,0.195095
3027,3.027,-0.19497,0.00699251,0.195095
3028,3.028,-0.19497,0.00699251,0.195095
3029,3.029,-0.19497,0.00699251,0.195095
3030,3.03,-0.19497,0.00699251,0.195095
3031,3.031,-0.19497,0.00699251,0.195095
3032,3.032,-0.19497,0.00699251,0.195095
3033,3.033,-0.19497,0.00699251,0.195095
3034,3.034,-0.19497,0.00699251,0.195095
3035,3.035,-0.19497,0.00699251,0.195095
3036,3.036,-0.19497,0.00699251,0.195095
3037,3.037,-0.19497,0.00699251,0.195095
3038,3.038,-0.19497,0.00699251,0.195095
3039,3.039,-0.19497,0.00699251,0.195095
3040,3.04,-0.19497,0.00699251,0.195095
3041,3.041,-0.19497,0.00699251,0.195095
3042,3.042,-0.19497,0.00699251,0.195095
3043,3.043,-0.19497,0.00699251,0.195095
3044,3.044,-0.19497,0.00699251,0.195095
3045,3.045,-0.19497,0.00699251,0.195095
3046,3.046,-0.19497,0.00699251,0.195095
3047,3.047,-0.19497,0.00699251,0.195095
3048,3.048,-0.19497,0.00699251,0.195095
3049,3.049,-0.19497,0.00699251,0.195095
3050,3.05,-0.19497,0.00699251,0.195095
3051,3.051,-0.19497,0.00699251,0.195095
3052,3.052,-0.19497,0.00699251,0.195095
3053,3.053,-0.19497,0.00699251,0.195095
3054,3.054,-0.19497,0.00699251,0.195095
3055,3.055,-0.19497,0.00699251,0.195095
3056,3.056,-0.19497,0.00699251,0.195095
3057,3.057,-0.19497,0.00699251,0.195095
3058,3.058,-0.19497,0.00699251,0.195095
3059,3.059,-0.19497,0.00699251,0.195095
3060,3.06,-0.19497,0.00699251,0.195095
3061,3.061,-0.19497,0.00699251,0.195095
3062,3.062,-0.19497,0.00699251,0.195095
3063,3.063,-0.19497,0.00699251,0.195095
3064,3.064,-0.19497,0.00699251,0.195095
3065,3.065,-0.19497,0.00699251,0.195095
3066,3.066,-0.19497,0.00699251,0.195095
3067,3.067,-0.19497,0.00699251,0.195095
3068,3.068,-0.19497,0.00699251,0.195095
3069,3.069,-0.19497,0.00699251,0.195095
3070,3.07,-0.19497,0.00699251,0.195095
3071,3.071,-0.19497,0.00699251,0.195095
3072,3.072,-0.19497,0.00699251,0.195095
3073,3.073,-0.19497,0.00699251,0.195095
3074,3.074,-0.19497,0.00699251,0.195095
3075,3.075,-0.19497,0.00699251,0.195095
3076,3.076,-0.19497,0.00699251,0.195095
3077,3.077,-0.19497,0.00699251,0.195095
3078,3.078,-0.19497,0.00699251,0.195095
3079,3.079,-0.19497,0.00699251,0.195095
3080,3.08,-0.19497,0.00699251,0.195095
3081,3.081,-0.19497,0.00699251,0.195095
3082,3.082,-0.19497,0.00699251,0.195095
3083,3.083,-0.19497,0.00699251,0.195095
3084,3.084,-0.19497,0.00699251,0.195095
3085,3.085,-0.19497,0.00699251,0.195095
3086,3.086,-0.19497,0.00699251,0.195095
3087,3.087,-0.19497,0.00699251,0.195095
3088,3.088,-0.19497,0.00699251,0.195095
3089,3.089,-0.19497,0.00699251,0.195095
3090,3.09,-0.19497,0.00699251,0.195095
3091,3.091,-0.19497,0.00699251,0.195095
3092,3.092,-0.19497,0.00699251,0.195095
3093,3.093,-0.19497,0.00699251,0.195095
3094,3.094,-0.19497,0.00699251,0.195095
3095,3.095,-0.19497,0.00699251,0.195095
3096,3.096,-0.19497,0.00699251,0.195095
3097,3.097,-0.19497,0.00699251,0.195095
3098,3.098,-0.19497,0.00699251,0.195095
3099,3.099,-0.19497,0.00699251,0.195095
3100,3.1,-0.19497,0.00699251,0.195095
3101,3.101,-0.19497,0.00699251,0.195095
3102,3.102,-0.19497,0.00699251,0.195095
3103,3.103,-0.19497,0.00699251,0.195095
3104,3.104,-0.19497,0.00699251,0.195095
3105,3.105,-0.19497,0.00699251,0.195095
3106,3.106,-0.19497,0.00699251,0.195095
3107,3.107,-0.19497,0.00699251,0.195095
3108,3.108,-0.19497,0.00699251,0.195095
3109,3.109,-0.19497,0.00699251,0.195095
3110,3.11,-0.19497,0.00699251,0.195095
3111,3.111,-0.19497,0.00699251,0.195095
3112,3.112,-0.19497,0.00699251,0.195095
3113,3.113,-0.19497,0.00699251,0.195095
3114,3.114,-0.19497,0.00699251,0.195095
3115,3.115,-0.19497,0.00699251,0.195095
3116,3.116,-0.19497,0.00699251,0.195095
3117,3.117,-0.19497,0.00699251,0.195095
3118,3.118,-0.19497,0.00699251,0.195095
3119,3.119,-0.19497,0.00699251,0.195095
3120,3.12,-0.19497,0.00699251,0.195095
3121,3.121,-0.19497,0.00699251,0.195095
3122,3.122,-0.19497,0.00699251,0.195095
3123,3.123,-0.19497,0.00699251,0.195095
3124,3.124,-0.19497,0.00699251,0.195095
3125,3.125,-0.19497,0.00699251,0.195095
3126,3.126,-0.19497,0.00699251,0.195095
3127,3.127,-0.19497,0.00699251,0.195095
3128,3.128,-0.19497,0.00699251,0.195095
3129,3.129,-0.19497,0.00699251,0.195095
3130,3.13,-0.19497,0.00699251,0.195095
3131,3.131,-0.19497,0.00699251,0.195095
3132,3.132,-0.19497,0.00699251,0.195095
3133,3.133,-0.19497,0.00699251,0.195095
3134,3.134,-0.19497,0.00699251,0.195095
3135,3.135,-0.19497,0.00699251,0.195095
3136,3.136,-0.19497,0.00699251,0.195095
3137,3.137,-0.19497,0.00699251,0.195095
3138,3.138,-0.19497,0.00699251,0.195095
3139,3.139,-0.19497,0.00699251,0.195095
3140,3.14,-0.19497,0.00699251,0.195095
3141,3.141,-0.19497,0.00699251,0.195095
3142,3.142,-0.19497,0.00699251,0.195095
3143,3.143,-0.19497,0.00699251,0.195095
